,class_names,fractal_dimension
3226,Dengying shredded chicken,1.4940185189935695
3227,yeerba,1.8310787023015056
3228,Small crispy meat,1.1376804043724875
3229,saba banana,1.7547193314618004
3230,calamansi,1.7735138647855822
3231,matoke,1.743200184633095
3232,eastern prickly pear,1.5475023147598863
3233,red bell pepper,1.7532183501323142
3234,european pear,1.7792271958115147
3235,barbary fig,1.0
3236,yellow pepper,1.7584426649892357
3237,iceburg lettuce,1.6706719855624284
3238,tayberry,1.8630026672103313
3239,fruit cup,1.7249965039564916
3240,elephant garlic,1.6976596668437915
3241,artocarpus integer,1.6230946079539867
3242,hardy kiwi,1.856665785928759
3243,hamimelon,1.5849625007243027
3244,solanum lycopersicum,1.861870081799204
3245,exocarpos cupressiformis,1.7741217582006588
3246,gomphocarpus physocarpus,1.850167500031507
3247,hexastylis arifolia,1.5687621220005676
3248,pyracantha coccinea,1.7043016188091251
3249,rubus leucodermis,1.575100921502459
3250,citrus trifoliata,1.8030218690996556
3251,quercus rotundifolia,1.7946806748914894
3252,rubus ulmifolius,1.8480133847001297
3253,edible fruit,1.8526403312355602
3254,potherb,1.3839206666016943
3255,greens,1.706042084220229
3256,potato,1.809412455960251
3257,mustard greens,1.5600778897561147
3258,bok choy,1.7851120093759578
3259,head cabbage,1.8120086551092556
3260,red cabbage,1.4420904112212583
3261,cauliflower,1.817996591536898
3262,Cucurbita,1.8331633934248734
3263,butternut squash,1.6678946351042137
3264,turban squash,1.8571388543603882
3265,jerusalem artichoke,1.8100750399550072
3266,sprout,1.52109282401167
3267,beet,1.228491887344933
3268,beet green,1.4782944974067191
3269,chard,1.0
3270,bell pepper,1.8366712303660848
3271,green pepper,1.5823960678129765
3272,hot pepper,1.6645564734319018
3273,chipotle,1.7911404544051628
3274,cayenne,1.8331622208731289
3275,onion,1.8347653581667054
3276,green onion,1.6102355980180088
3277,leek,1.527883767623915
3278,crisphead lettuce,1.8905554981766455
3279,cos,1.0
3280,celtuce,1.3261178882207327
3281,pea,1.7836815344058432
3282,carrot,1.836610961033717
3283,carrot stick,1.6043934837934737
3284,celery,1.764293821568449
3285,celeriac,1.8147801645206583
3286,chicory escarole,1.3839206666016943
3287,winter cress,1.68974098344639
3288,gumbo,1.772488955474394
3289,wild spinach,1.6010637918005666
3290,salsify,1.6058412797546726
3291,parsnip,1.6284606678874782
3292,radish,1.7568374439021839
3293,turnip,1.8571605946925087
3294,white turnip,1.5857976252682884
3295,spinach,1.654499349901661
3296,taro,1.765292744843871
3297,bunya bunya,1.3839206666016943
3298,peanut,1.796505792855721
3299,banana peel,1.3413439854019498
3300,lemon peel,1.5349823902255313
3301,orange peel,1.7567844483736863
3302,apple,1.8703926561172162
3303,golden delicious,1.8207579122797908
3304,red delicious,1.6194413982082028
3305,jonathan,1.0000000000031464
3306,pippin,2.0000000000031464
3307,bramley's seedling,1.0
3308,berry,1.8630519606919849
3309,bilberry,1.75688892676126
3310,wintergreen,1.801966117842041
3311,lingonberry,1.7580628341003102
3312,currant,1.7393247761712005
3313,gooseberry,1.867448565360965
3314,black currant,1.6111773952335917
3315,dewberry,1.7840200766778511
3316,saskatoon,1.8090643043807528
3317,persimmon,1.8524748891767593
3318,acerola,1.845316245431357
3319,ceriman,1.7449096292295232
3320,orange,1.8649971812576334
3321,tangelo,1.7474997714194422
3322,bitter orange,1.8386780799147229
3323,jaffa orange,1.6199461090122405
3324,lemon,1.8515699091326643
3325,lime (fruit),1.8487768765243653
3326,grapefruit,1.8311766731337484
3327,citron,1.7967847709467584
3328,almond,1.83613569939285
3329,jordan almond,1.5849625007243027
3330,acanthocereus tetragonus,1.7687872983081512
3331,plum,1.7981406472875148
3332,dried fruit,1.6729744092589334
3333,dried apricot,1.6200720440375456
3334,prune,1.75586816872613
3335,raisin,1.5630420702087815
3336,fig,1.851945344743501
3337,pineapple,1.8368099082611757
3338,passion fruit,1.7980929618661592
3339,granadilla,1.8286766487092767
3340,breadfruit,1.628843034045771
3341,jackfruit,1.7255363036652749
3342,cocoa bean,1.3523827678709326
3343,cantaloup,1.8107047464490726
3344,winter melon,1.6113398314679375
3345,honeydew,1.716427136670703
3346,persian melon,1.0
3347,casaba,1.88460832183825
3348,watermelon,1.8247742959511493
3349,cherry,1.8232250920628164
3350,capulin,1.4149042257420859
3351,morello,1.7681073344076288
3352,grape,1.8343475305494992
3353,fox grape,1.7544409675325174
3354,emperor,1.0
3355,soursop,1.7853741936584844
3356,sweetsop,1.8353606673001914
3357,pond apple,1.8051589401060621
3358,papaw,1.81099407255101
3359,papaya,1.8051034811267122
3360,kai apple,1.0
3361,ackee,1.6343280595277516
3362,durian,1.7747928287368424
3363,feijoa,1.7038890480405453
3364,genip,1.7567423680259302
3365,kiwi fruit,1.8358596025310132
3366,sapodilla,1.854354771965058
3367,sapote,1.7660787528150403
3368,tamarind,1.6444420120688406
3369,avocado,1.806182900954528
3370,date,1.7421685704957584
3371,elderberry,1.852299209677794
3372,guava,1.8349338132956068
3373,mombin,1.8052649814713297
3374,hog plum,1.8289850970508312
3375,jaboticaba,1.7341281046757635
3376,jujube,1.7763795852349111
3377,mamey,1.7911466809138599
3378,marang,1.7145874992814745
3379,medlar,1.815800041039367
3380,mulberry,1.8066100207991242
3381,black olive,1.828386065324227
3382,green olive,1.6914898022975808
3383,bosc,1.8351960517272876
3384,seckel,1.8255256437357987
3385,prickly pear,1.3700120104968534
3386,quandong,1.8005209664953106
3387,quince,1.8307842939742027
3388,pulasan,1.8487225861317722
3389,sorb,1.698291288701443
3390,pumpkin seed,1.6762418609309648
3391,betel nut,1.7613477705761935
3392,beechnut,1.7358869970774562
3393,english walnut,1.6133486326321635
3394,brazil nut,1.6919005194817645
3395,butternut,1.6550232737244355
3396,souari nut,1.5645436992223745
3397,chestnut,1.7784933943096592
3398,coconut,1.8160103333241162
3399,groundnut,1.6146977472381314
3400,hickory nut,1.823582412372657
3401,pine nut,1.8909941527212424
3402,sunflower seed,1.6156209791244045
3403,cumin,1.6903729609663496
3404,fennel,1.6751546970672324
3405,applesauce,1.6010637918005666
3406,criollo,1.8422900945460172
3407,coffee bean,1.6047562445448162
3408,corncob,1.595919726610774
3409,juniper berry,1.7285553326926353
3410,pip,1.0
3411,job's tears,1.838312280721833
3412,castor bean,1.6668253361368435
3413,cottonseed,1.107682040664745
3414,peach pit,1.4350582681425594
3415,cherimoya,1.8458660531547144
3416,ilama,1.0000000000031464
3417,bullock's heart,1.3413439854019498
3418,star anise,1.4815319380713308
3419,baneberry,1.622692656362114
3420,actaea rubra,1.745291996518341
3421,bayberry,1.5631883621245455
3422,tonka bean,1.8503000390949866
3423,algarroba,1.7254534699412964
3424,screw bean,1.7104273318277476
3425,nephthytis afzelii,1.8020286239699572
3426,ginseng,1.5249996958067582
3427,amaranths,1.5722304255525352
3428,beetroot,1.7292527222441065
3429,savoy cabbage,1.809941878043208
3430,brussels sprout,1.067775261816939
3431,kohlrabi,1.8180804042895393
3432,brassica rapa,1.8089536486150073
3433,rutabaga,1.6729744092589334
3434,samara,1.4174192967062678
3435,yam,1.7337090757496498
3436,sugarcane,1.5225862546391316
3437,sweet corn,1.5017479680154802
3438,dent corn,1.4891692433082762
3439,flint corn,1.7077061650564338
3440,rye,1.7125992073981735
3441,gourd,1.672446887684385
3442,pumpkin,1.8351424906849465
3443,squash,1.8702923822324369
3444,summer squash,1.8137391697740655
3445,yellow squash,1.449290446614586
3446,marrow,1.6888821850019966
3447,zucchini,1.737806351774251
3448,cocozelle,1.0
3449,cymling,1.5225862546391316
3450,winter squash,1.601232592100431
3451,acorn squash,1.79153052522501
3452,hubbard squash,1.7516848839255368
3453,buttercup squash,1.7947473724632081
3454,cushaw,1.8403016199541369
3455,prairie gourd,1.6529195741654723
3456,melon,1.8086423358465575
3457,muskmelon,1.8360555618919325
3458,cucumber,1.8234823657999495
3459,bottle gourd,1.7832728193005702
3460,loofah,1.7972408051689395
3461,angled loofah,1.5849625007243027
3462,balsam apple,1.0629899570957677
3463,balsam pear,1.6671327378150171
3464,kola nut,1.779767420503867
3465,macadamia nut,1.7721711098963446
3466,cranberry,1.321333300553611
3467,vaccinium macrocarpon,1.5823960678129765
3468,european cranberry,1.732854659923226
3469,blueberry,1.8198239470280162
3470,european chestnut,1.658220512212854
3471,chinese chestnut,1.4130367415115783
3472,japanese chestnut,1.806916776613367
3473,acorn,1.8064374675975787
3474,mast,1.0
3475,hazelnut,1.8041111190410346
3476,corylus avellana,1.5079422220546315
3477,beaked hazelnut,1.615466651596658
3478,olive,1.6749455176239483
3479,walnut,1.8192514482201452
3480,juglans nigra,1.8368573719559589
3481,pecan,1.7317519080496644
3482,surinam cherry,1.7224493884379393
3483,rose apple,1.7901511459446424
3484,cattley guava,1.8482369215683336
3485,brazilian guava,1.615466651596658
3486,punica granatum,1.8483769493680131
3487,banana,1.86114346054385
3488,wild fig,1.8094271792031034
3489,mangosteen,1.800984550417545
3490,kei apple,1.837073867218598
3491,black mulberry,1.8623339030042336
3492,morus rubra,1.8091267452611037
3493,osage orange,1.6146977472381314
3494,shallot,1.610108307673093
3495,carob,1.6379827978311559
3496,tamarindus indica,1.5319144290083133
3497,chickpea,1.1299836318390508
3498,soybean,1.7944063486479611
3499,lentil,1.5529764664032597
3500,yam bean,1.76359880874088
3501,field pea,1.6706719855624284
3502,broad bean,1.7353471187399085
3503,cowpea,1.6229686708383564
3504,palm nut,1.6277267456395235
3505,coco plum,1.6316034058417064
3506,hawthorn,1.8342235176330393
3507,loquat,1.7887454051938396
3508,strawberry,1.8670852354781986
3509,garden strawberry,1.7217844230236037
3510,wild strawberry,1.5391544890308686
3511,wild apple,1.6744877738151844
3512,crab apple,1.8257585959573717
3513,damson plum,1.7630058276855958
3514,plumcot,1.8782259082369508
3515,apricot,1.7776722558685372
3516,sweet cherry,1.739904326781448
3517,hagberry,1.0
3518,prunus persica,1.8248839046020822
3519,nectarine,1.7802340742818643
3520,chokecherry,1.684153335453268
3521,pear,1.8395951704947122
3522,boysenberry,1.8550243303986447
3523,loganberry,1.8381723704578428
3524,wine raspberry,1.7758271462879
3525,red raspberry,1.8158937679809486
3526,wild raspberry,1.6150666172994916
3527,american raspberry,1.0
3528,black raspberry,1.6141024177327372
3529,rubus parviflorus,1.800715405505793
3530,rubus phoenicolasius,1.3760120505515514
3531,barbados cherry,1.7356583346583618
3532,carambola,1.8215187068313399
3533,citrus,1.8439557289687585
3534,bergamot,1.7104273318277476
3535,pomelo,1.8182594184440637
3536,Citrus medica,1.6821684291311292
3537,mandarin orange,1.7846341132344918
3538,tangerine,1.8740343980013683
3539,clementine,1.7490357863719002
3540,satsuma,1.5810503062921832
3541,sweet orange,1.8509045245578863
3542,ugli fruit,1.7417278039797535
3543,rangpur,1.6068729975100322
3544,citrange,1.5051908770576612
3545,kumquat,1.7445187300697627
3546,nagami,1.7937326007177976
3547,trifoliate orange,1.726335026003689
3548,wild mango,1.619346495027406
3549,akee,1.7637629644579447
3550,heartseed,1.6938214464527297
3551,longan,1.4108274939799756
3552,litchi,1.7425902126621988
3553,spanish lime,1.7476100324726704
3554,rambutan,1.684569736695049
3555,cashew,1.7544811392826296
3556,mangifera indica,1.8371956099145024
3557,pistachio,1.8240142572837987
3558,japanese persimmon,1.5954934118220234
3559,diospyros virginiana,1.8134568621899874
3560,date plum,1.7169814800116983
3561,star apple,1.7624494265253057
3562,canistel,1.7445052785828379
3563,ribes rubrum,1.7851230932348432
3564,ribes nigrum,1.7141688969615763
3565,white currant,1.6508902789825763
3566,calabash,1.8243223326814
3567,ipomoea batatas,1.6229686708383564
3568,capsicum,1.8371593678724334
3569,lycium barbarum,1.7246200960680391
3570,cherry tomato,1.8335613029542819
3571,plum tomato,1.6838232684977894
3572,ground cherry,1.7000790815354259
3573,chinese lantern plant,1.484708069097465
3574,cape gooseberry,1.668339666750453
3575,tomatillo,1.7789298734905903
3576,cassava,1.5156672885037425
3577,jumping bean,1.653851241222257
3578,anise,1.7423562900718839
3579,seed,1.769413423027766
3580,bean,1.577122427123398
3581,nut,1.68150697313118
3582,pod,1.8149024019420859
3583,pea pod,1.742307817314461
3584,buckthorn berry,1.8278845936218218
3585,cubeb,1.8670885899618825
3586,linseed,1.5225862546391316
3587,cripps pink,1.4420904112212583
3588,stuffed artichoke,1.6043485263537203
3589,napa cabbage,1.7997747633124783
3590,chenopodium quinoa,1.410552721896754
3591,tigerella,1.7878988119250139
3592,hanover tomato,1.737401324778929
3593,totapuri,1.8057852952598883
3594,zwetschge,1.8021644925203337
3595,mirabelle plum,1.383645680883164
3596,bramble fruit,1.84063022323013
3597,goji,1.757579194262963
3598,honeycrisp,1.5293847490664387
3599,blood orange,1.86560277111952
3600,russet burbank potato,1.5849625007243027
3601,heirloom tomato,1.8512525612918511
3602,yukon gold potato,1.7123691919368333
3603,coeur de boeuf,1.772951961797877
3604,dorsett golden,1.6632159258319028
3605,red granny smith,1.8080776905642617
3606,ataulfo,1.8387445607054003
3607,jonagold,1.6977858083099664
3608,dekopon,1.8227918106833783
3609,canary melon,1.8341812406528504
3610,dried cranberry,1.3413439854019498
3611,calabaza,1.7802774410106055
3612,chokeberry,1.8093283618802292
3613,arracacia xanthorrhiza,1.0
3614,kettle corn,1.5283050202153887
3615,red kuri squash,1.6507273242678642
3616,green bell pepper,1.851577695174836
3617,conference pear,1.816167209578379
3618,rojas (manzana),1.7397953468653968
3619,Parsley,1.466300356106095
3620,Garlic moss,1.575934588614538
3621,Chinese cabbage,1.8545967505579868
3622,Green vegetables,1.7357881300109372
3623,lettuce,1.7912637321884552
3624,Chinese chives,1.0569912497549725
3625,Leek,1.6410102208592483
3626,garlic sprouts,1.269407803349864
3627,cress,1.5079422220546315
3628,bitter chrysanthemum,1.3949015874712634
3629,Glebionis coronaria,1.0
3630,Amaranth,1.4093516380784399
3631,Toona sinensis,1.0
3632,Chongcai,1.0
3633,Tribute dish,1.1376804043724875
3634,Kale,1.0
3635,shepherd's purse,1.0784718092603918
3636,Foeniculum vulgare,1.4350582681425594
3637,Spinach,1.0
3638,Brassica juncea,1.6171553727325063
3639,Brasenia schreberi,1.0
3640,Nostoc,1.2514053719614358
3641,kelp,1.0
3642,seaweed,1.5511784480987543
3643,Coriander,1.3413439854019498
3644,Brassica rapa,1.6561292041512552
3645,horseradish,1.5722304255525352
3646,Raphanus,1.6161532295090322
3647,green onions,1.7190683419802517
3648,shallots,1.6494570521576613
3649,ginger,1.713798192123992
3650,Jerusalem artichoke,1.701589840582917
3651,lotus vegetable,1.2997823166360312
3652,Garlic,1.0
3653,celery lettuce,1.2990509903327587
3654,Taro,1.7808905078105042
3655,Konjac,1.6706719855624284
3656,Potato,1.8251585077583226
3657,sweet potato,1.7628902452580912
3658,jicama,1.3508377979620882
3659,bamboo shoots,1.604557440978623
3660,Burdock,1.69594972155887
3661,Zizania,1.5905652704899322
3662,Chinese onion,1.5085189785041102
3663,Asparagus,1.6176901982908232
3664,Eleocharis dulcis,1.7931218922837393
3665,water chestnut,1.204680972034557
3666,fernbrake greens,1.0838876386305294
3667,Lettuce,1.4130367415115783
3668,lily,1.7654792639396923
3669,lotus root,1.5697909822881373
3670,Ginger buds,1.7150697201034677
3671,bean sprouts,1.0
3672,Chinese kale,1.0
3673,chili,1.8205331613910034
3674,Green pepper,1.8305023695170024
3675,pepper,1.3839206666016943
3676,wax gourd,1.7310780674703508
3677,Momordica charantia,1.8109501554899918
3678,milk melon,1.7104273318277476
3679,pickled cucumbers,1.7417982591909522
3680,Gourd,1.6820987761407438
3681,snake melon,1.7666158282105267
3682,eggplant,1.7336521384913737
3683,kidney beans,1.670702621005575
3684,Cowpea,1.5722304255525352
3685,Phaseolus vulgaris,1.107682040664745
3686,sword bean,1.7009847567690268
3687,Green beans,1.693185695146665
3688,Edamame,1.6635576149606406
3689,snake bean,1.531586648205613
3690,corn,1.8319303898402441
3691,kidney bean,1.7717772154253648
3692,eyebrow beans,1.2997823166360312
3693,snake gourd,1.5473763909119242
3694,tremella,1.7772398263195606
3695,Nostoc commune,1.0000000000031464
3696,Umbilicaria esculenta Miyoshi,1.52109282401167
3697,oyster mushroom,1.728192598878199
3698,straw mushroom,1.8078420042175474
3699,tricholomataceae,1.788779777618311
3700,shiitake mushroom,1.829107750304282
3701,Dictyophora,1.52109282401167
3702,Small oyster mushrooms,1.7320259902866297
3703,Enoki mushroom,1.4568046205137664
3704,Purple cabbage,1.5580705060746827
3705,Green chili peppers,1.7877184388464462
3706,green beans,1.6943993551496592
3707,broccoli,1.7251120349831273
3708,potherb mustard,1.0569912497549725
3709,Big Chinese cabbage,1.7116816936103532
3710,Small Chinese cabbage,1.5079422220546315
3711,Small greens,1.0
3712,purple kale,1.381773813073907
3713,Chives flowers,1.6767844760587494
3714,Asparagus schoberioides,1.0
3715,Evergreen Dogwood,1.1376804043724875
3716,oilseed rape greens,1.3839206666016943
3717,Ginseng dish,1.4350582681425594
3718,okra,1.6483996873696998
3719,Fugui dish,1.5849625007243027
3720,leek sprouts,1.0427808343860623
3721,Sweet potato leaves,1.0
3722,purple cabbage,1.0
3723,water spinach,1.0
3724,baby Chinese cabbage,1.4740906019712354
3725,moss dried leaves,1.0
3726,mountain stinging dish,1.0629899570957677
3727,Portulaca oleracea,1.0
3728,burr medic,1.0
3729,Alfalfa,1.0
3730,Fungus leaves,1.107682040664745
3731,sea cabbage,1.6297381832148106
3732,ladle dish,1.0
3733,Arhat dish,1.0569912497549725
3734,Water carrot,1.7278905811199297
3735,Bellflower Shreds,1.0
3736,pagoda dish,1.4782944974067191
3737,Houttuynia cordata,1.0
3738,Fresh mustard,1.4420904112212583
3739,Enoki dish,1.0
3740,Pea sprouts,1.0
3741,Toona sinensis bud,1.240644151940674
3742,Radish sprouts,1.0569912497549725
3743,Buckwheat malt,1.0629899570957677
3744,Peanut sprouts,1.0
3745,Soybean sprouts,1.2997823166360312
3746,Mung bean sprouts,1.1565058019750105
3747,Calabrese broccoli,1.756895514403646
3748,Nori vine,1.4350582681425594
3749,artichoke,1.7917701922017808
3750,Chaotian pepper,1.7332510616260899
3751,screw pepper,1.6729744092589334
3752,golden pumpkin,1.8503410938740474
3753,Courgette,1.5954416390832886
3754,Chayote,1.8028978963648963
3755,Four-sided beans,1.5830257582297302
3756,Corn tip,1.6308688243413505
3757,Hericium erinaceus,1.674325390316479
3758,shaggy mane,1.7986401405847912
3759,Anchovy mushrooms,1.0
3760,Tea tree mushroom,1.0
3761,Pleurotus eryngii,1.6817602779123684
3762,Xiu Zhen Mushroom,1.2514053719614358
3763,Pork belly mushroom,1.0
3764,Wakame,1.0
3765,Brussels sprouts,1.5111499841782883
3766,Sprouts kale,1.5510849109866212
3767,broccoli rabe,1.7284517529216596
3768,kale,1.8142947738200443
3769,Purple-backed geranium,1.0
3770,Bulb cabbage,1.759904335286301
3771,Cantonese vegetable core,1.0
3772,Heading Brussels Sprouts,1.8348168739767212
3773,Stuffed Mustard Greens,1.1376804043724875
3774,large leaf coriander,1.741482923561694
3775,coriander leaf,1.7072061927240108
3776,rutabagas,1.5407964915681682
3777,root beets,1.6146977472381314
3778,lantern chili,1.7373562019539308
3779,Green Bean Rice,1.615466651596658
3780,white radish,1.7031170422606454
3781,garlic,1.8601925971213116
3782,hybrid tea rose,1.794391085780655
3783,nymphaea odorata,1.8430942218850852
3784,floribunda,1.8074824121759199
3785,julia child rose,1.8069259697041133
3786,evergreen rose,1.8562289356257895
3787,tagetes,1.8706646151384825
3788,hawaiian hibiscus,1.7763938479254167
3789,orange lily,1.8234940027910678
3790,beach moonflower,1.0000000000031464
3791,algerian iris,1.6533307357391285
3792,christmas orchid,1.701889865589051
3793,purple passionflower,1.4568046205137664
3794,rose mary woods,1.8199149544811268
3795,cretan crocus,1.0
3796,echeveria elegans,1.810197660529382
3797,tulipa humilis,1.7505797063670983
3798,artichoke thistle,1.7739310923074325
3799,yellow canada lily,1.725064396170242
3800,carolina rose,1.8298056835025498
3801,false bindweeds,1.8137726377562302
3802,moonlight cactus,1.107682040664745
3803,woodland sunflower,1.7757012082303008
3804,chinese peony,1.6998579529468736
3805,lampranthus,1.7763896288534529
3806,rosa virginiana,1.8099007593552887
3807,myosotis scorpioides,1.735253380563651
3808,alpine forget-me-not,1.7214796236758454
3809,torch lily,1.8110862815591697
3810,ranunculus asiaticus,1.8456339764312664
3811,rosa nitida,1.822505821646942
3812,euryops pectinatus,1.8936894190280105
3813,hieracium canadense,1.738392062890812
3814,flowering dogwood,1.7898707033500887
3815,lilium philadelphicum,1.6113522228405326
3816,spotted knapweed,1.8375923466867687
3817,sulfur cosmos,1.752641596742184
3818,blue wood aster,1.7737681739830893
3819,pink evening primrose,1.7958829801347407
3820,crimson cattleya,1.701147596747208
3821,tulipa linifolia,1.8109590040764765
3822,queen's lady's-slipper,2.0000000000031464
3823,lobster-claws,1.7135152130188795
3824,lilac hibiscus,1.8452764742335304
3825,clivia miniata,1.7831074368922584
3826,aquilegia formosa,1.8088281478861876
3827,sprenger's tulip,1.5849625007243027
3828,pink moccasin flower,1.7893874951817603
3829,pinkladies,1.836400542081028
3830,geranium maculatum,1.8458177243858476
3831,carthamus lanatus,1.0
3832,canada columbine,1.7479115440047703
3833,rosa moyesii,1.7799143055465472
3834,rosa pimpinellifolia,1.8219203333489449
3835,colorado blue columbine,1.6629617960089258
3836,camellia sasanqua,1.825735658064978
3837,cosmos caudatus,1.7010216798087212
3838,hard-leaved pocket orchid,1.0
3839,calendula officinalis,1.8626947538844294
3840,moon orchid,1.8459192549612253
3841,colt's foot,1.7737383172227594
3842,globe-flower,1.7646000445771843
3843,purple coneflower,1.8165476281128408
3844,fire lily,1.7434314281071153
3845,stemless gentian,1.6270782246727313
3846,mexican aster,1.7741147055433177
3847,alpine sea holly,1.7898707033500887
3848,great masterwort,1.8444770399976993
3849,barbeton daisy,1.6378068682926485
3850,pink-yellow dahlia,1.6676996881617359
3851,eriocapitella hupehensis,1.7624744588791403
3852,osteospermum,1.7787939423342378
3853,passion flower,1.2997823166360312
3854,desert-rose,1.8252079274441928
3855,mexican petunia,1.7310701637644936
3856,blackberry lily,1.809941878043208
3857,delphinium parishii,1.8301611632877794
3858,oxalis purpurea,1.7280915031229125
3859,taraxia ovata,1.7668440637257503
3860,aquilegia chrysantha,1.73870242710254
3861,tradescantia occidentalis,1.6702445072739185
3862,platanthera transversa,1.766438201388737
3863,hydrangea macrophylla,1.5781807168471509
3864,calochortus gunnisonii,1.3941561442210189
3865,verbena stricta,1.533648199349051
3866,ruellia humilis,1.8226447267517334
3867,panax trifolius,1.7702601495712338
3868,opuntia chlorotica,1.5511784480987543
3869,euphorbia albomarginata,1.862744620673544
3870,venegasia carpesioides,1.6564045065629718
3871,solanum douglasii,1.660535298776512
3872,heterotheca grandiflora,1.765986493846937
3873,cyperus eragrostis,1.5722304255525352
3874,helminthotheca echioides,1.7933710796605182
3875,dendromecon rigida,1.821035887625573
3876,sixalix atropurpurea,1.8596540541202573
3877,viola sempervirens,1.6841109315560527
3878,dactylorhiza sambucina,1.6690915523645695
3879,arctotheca prostrata,1.8571190439436354
3880,muilla maritima,1.7761789662497967
3881,micranthes californica,1.7718946986775854
3882,lupinus succulentus,1.7272425756933716
3883,diplacus puniceus,1.7789503478183426
3884,ipomoea indica,1.636650207637555
3885,jaumea carnosa,1.5687621220005676
3886,carpobrotus chilensis,1.8089208027376569
3887,orchis purpurea,1.7791152599102413
3888,solanum umbelliferum,1.7638645518190093
3889,viola adunca,1.7485461306209467
3890,ranunculus auricomus,1.8332211596768726
3891,arundina graminifolia,1.6778658861315583
3892,digitalis grandiflora,1.67290404135436
3893,malva arborea,1.7802609627256039
3894,galanthus nivalis,1.7497839633419603
3895,ranunculus californicus,1.8711701596025063
3896,hepatica americana,1.6934832117659562
3897,potentilla reptans,1.8303707252355643
3898,dianthus carthusianorum,1.6903729609663496
3899,primula clevelandii,1.6657304094916996
3900,ipheion uniflorum,1.828056869979722
3901,leucojum aestivum,1.790644474185033
3902,phacelia cicutaria,1.7329743676552418
3903,phlox drummondii,1.4420904112212583
3904,gagea lutea,1.7360400436160308
3905,oenothera cespitosa,1.7478691730263298
3906,erythrostemon gilliesii,1.732479106110069
3907,nemophila heterophylla,1.8231246276472388
3908,layia glandulosa,1.8241391132815963
3909,echinocereus triglochidiatus,1.7032051047589822
3910,iris douglasiana,1.7305973569711686
3911,viola sororia,1.7956573606645667
3912,calochortus umbellatus,1.7496869357274836
3913,dudleya farinosa,1.8458802333181599
3914,calandrinia menziesii,1.7726074312530056
3915,agave utahensis,1.4350582681425594
3916,anemonoides ranunculoides,1.752214242544971
3917,viola rotundifolia,1.7435394790694463
3918,ipomoea imperati,1.5301712005949206
3919,limonium sinuatum,1.7284517529216596
3920,viola lobata,1.5079422220546315
3921,plumbago zeylanica,1.7937555590580478
3922,zeltnera venusta,1.8101423109059354
3923,chaenactis fremontii,1.7578462429333543
3924,xylorhiza tortifolia,1.7747711770744032
3925,sphaeralcea ambigua,1.4835211987877153
3926,mentzelia involucrata,1.7687700596899576
3927,argemone albiflora,1.6905968850954465
3928,oxalis dillenii,1.794422115145319
3929,lithophragma heterophyllum,1.7893009330222605
3930,viola glabella,1.860020859627733
3931,viola primulifolia,1.618309523361135
3932,erigeron glaucus,1.688680892947128
3933,swamp rose,1.7893943851258622
3934,geraea canescens,1.7947425918979558
3935,argemone munita,1.8314021748866
3936,scaevola plumieri,1.5225862546391316
3937,froelichia floridana,1.777497774556847
3938,zephyranthes atamasco,1.6382828078829377
3939,borrichia frutescens,1.8195032033820984
3940,krameria lanceolata,1.7663389035392358
3941,cnidoscolus stimulosus,1.5760920185836191
3942,rhexia mariana,1.7584888201475866
3943,uvularia perfoliata,1.4812630767819566
3944,delphinium nudicaule,1.7194921544218098
3945,rosa gymnocarpa,1.7118224508688047
3946,trifolium willdenovii,1.7686612445783545
3947,lupinus nanus,1.6685124467376256
3948,pseudognaphalium californicum,1.665144385873444
3949,triteleia laxa,1.6969718518183046
3950,eriogonum latifolium,1.8047173024677443
3951,anchusa arvensis,1.669262482243757
3952,calochortus pulchellus,1.6557114036839025
3953,gilia tricolor,1.6707524041442317
3954,ranunculus hispidus,1.8325377855855367
3955,bidens cernua,1.6316255962608015
3956,paeonia californica,1.5225862546391316
3957,salvia columbariae,1.455555566358959
3958,thalia geniculata,2.0000000000031464
3959,cerastium fontanum,1.6976596668437915
3960,achyrachaena mollis,1.7006093130242286
3961,asclepias fascicularis,1.743527899823933
3962,uvularia sessilifolia,1.7411582398512524
3963,leptosiphon parviflorus,1.6996373246908287
3964,physocarpus capitatus,1.739762971036215
3965,potentilla simplex,1.7251754747437225
3966,ceanothus herbaceus,1.7259873327780846
3967,youngia japonica,1.6961061576510001
3968,corydalis flavula,1.8123613871912017
3969,wyethia angustifolia,1.8137971192732154
3970,camissoniopsis cheiranthifolia,1.78394494932604
3971,conicosia pugioniformis,1.6774560001549963
3972,hypericum tetrapetalum,1.5859087049167613
3973,mimosa nuttallii,1.766457341690849
3974,narcissus poeticus,1.8347860377327745
3975,viola labradorica,1.8354175494606844
3976,solanum xanti,1.7196277371556026
3977,clarkia amoena,1.4568046205137664
3978,rosa californica,1.7814135320489397
3979,sairocarpus coulterianus,1.679947391189666
3980,cistus salviifolius,1.812400632097821
3981,crocanthemum scoparium,1.6054913217197215
3982,lactuca biennis,1.5722304255525352
3983,sisyrinchium angustifolium,1.8027973270004498
3984,anacamptis coriophora,1.6297381832148106
3985,aegonychon purpurocaeruleum,1.7286331637974621
3986,streptanthus glandulosus,1.7581406738093563
3987,petrorhagia dubia,1.8109501554899918
3988,triteleia ixioides,1.7602089361354714
3989,persicaria lapathifolia,1.7098496350459977
3990,mimosa quadrivalvis,1.560081039012423
